Project,Subproject,Treatment,Deployment Name,ID Type,Deploy ID,Sequence ID,Begin Time,End Time,Species Name,Common Name,Age,Sex,Individual,Count,Actual Lat,Actual Lon,Fuzzed
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s29,2017-06-10T22:38:32,2017-06-10T22:39:02,Unknown Rabbit_Hare,Unknown Rabbit_Hare,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s30,2017-06-11T08:14:38,2017-06-11T08:14:39,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s31,2017-06-11T08:33:01,2017-06-11T08:33:03,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s32,2017-06-11T08:34:08,2017-06-11T08:34:09,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s33,2017-06-11T08:51:54,2017-06-11T08:51:55,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s34,2017-06-11T09:45:47,2017-06-11T09:45:48,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s35,2017-06-11T10:42:05,2017-06-11T10:42:06,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s36,2017-06-11T10:52:47,2017-06-11T10:53:23,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s37,2017-06-11T18:26:34,2017-06-11T18:30:38,Odocoileus virginianus,White-tailed Deer,Adult,Male,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s38,2017-06-11T19:12:25,2017-06-11T19:12:26,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s39,2017-06-12T00:08:36,2017-06-12T00:09:08,Didelphis virginiana,Virginia Opossum,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s40,2017-06-12T03:07:20,2017-06-12T03:07:21,Didelphis virginiana,Virginia Opossum,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s41,2017-06-12T07:47:58,2017-06-12T07:48:00,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s42,2017-06-12T08:12:52,2017-06-12T08:12:53,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s43,2017-06-12T08:19:07,2017-06-12T08:19:09,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s44,2017-06-12T09:47:19,2017-06-12T09:47:20,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s45,2017-06-12T10:05:57,2017-06-12T10:06:40,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s46,2017-06-12T10:10:56,2017-06-12T10:10:57,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s47,2017-06-12T10:17:28,2017-06-12T10:17:29,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s48,2017-06-12T12:12:00,2017-06-12T12:12:01,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s49,2017-06-12T14:21:51,2017-06-12T14:21:52,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s50,2017-06-12T14:41:10,2017-06-12T14:41:11,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s51,2017-06-12T19:21:31,2017-06-12T19:21:32,Urocyon cinereoargenteus,Grey Fox,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s52,2017-06-13T07:39:06,2017-06-13T07:39:08,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s53,2017-06-13T08:35:14,2017-06-13T08:35:15,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s54,2017-06-13T14:46:23,2017-06-13T14:46:24,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s55,2017-06-14T04:46:29,2017-06-14T04:47:22,Didelphis virginiana,Virginia Opossum,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s56,2017-06-14T05:16:48,2017-06-14T05:16:50,Procyon lotor,Northern Raccoon,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s57,2017-06-14T05:34:40,2017-06-14T05:34:58,Procyon lotor,Northern Raccoon,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s58,2017-06-14T06:10:56,2017-06-14T06:10:58,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s59,2017-06-14T07:11:20,2017-06-14T07:12:07,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s60,2017-06-14T07:26:00,2017-06-14T07:26:01,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s61,2017-06-14T09:34:00,2017-06-14T09:34:01,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s62,2017-06-14T16:14:08,2017-06-14T16:14:10,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s63,2017-06-14T16:16:05,2017-06-14T16:16:06,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s64,2017-06-14T18:57:56,2017-06-14T18:57:57,Meleagris gallopavo,Wild Turkey,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s65,2017-06-15T04:02:33,2017-06-15T04:03:17,Didelphis virginiana,Virginia Opossum,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s66,2017-06-15T06:14:00,2017-06-15T06:14:02,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s67,2017-06-15T06:17:05,2017-06-15T06:17:06,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s68,2017-06-15T06:18:20,2017-06-15T06:18:38,Unknown Animal,Unknown Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s68,2017-06-15T06:18:20,2017-06-15T06:18:38,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s69,2017-06-15T07:04:14,2017-06-15T07:04:15,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s70,2017-06-15T09:34:52,2017-06-15T09:35:47,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s71,2017-06-15T12:29:58,2017-06-15T12:30:00,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s72,2017-06-15T13:44:30,2017-06-15T13:44:32,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s73,2017-06-15T13:47:06,2017-06-15T13:47:08,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s74,2017-06-15T16:51:17,2017-06-15T16:51:18,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s75,2017-06-15T16:55:59,2017-06-15T16:56:00,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s76,2017-06-15T17:25:42,2017-06-15T17:25:43,Meleagris gallopavo,Wild Turkey,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s77,2017-06-15T17:29:30,2017-06-15T17:29:50,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s78,2017-06-15T17:44:11,2017-06-15T17:44:59,Meleagris gallopavo,Wild Turkey,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s79,2017-06-15T18:14:37,2017-06-15T18:14:39,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s80,2017-06-16T02:41:54,2017-06-16T02:41:56,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s81,2017-06-16T06:19:37,2017-06-16T06:19:39,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s82,2017-06-16T06:22:58,2017-06-16T06:22:59,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s83,2017-06-16T08:23:40,2017-06-16T08:23:41,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s84,2017-06-16T09:44:40,2017-06-16T09:44:42,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s85,2017-06-17T07:33:21,2017-06-17T07:33:22,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s86,2017-06-17T07:48:32,2017-06-17T07:48:33,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s87,2017-06-17T08:08:49,2017-06-17T08:08:51,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s88,2017-06-17T11:59:42,2017-06-17T11:59:43,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s89,2017-06-17T14:54:16,2017-06-17T14:54:17,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s90,2017-06-17T17:02:20,2017-06-17T17:02:21,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s91,2017-06-17T20:04:09,2017-06-17T20:04:10,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s92,2017-06-18T00:06:29,2017-06-18T00:07:19,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s93,2017-06-18T03:33:29,2017-06-18T03:33:31,Didelphis virginiana,Virginia Opossum,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s94,2017-06-18T06:16:06,2017-06-18T06:16:08,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s95,2017-06-18T07:53:02,2017-06-18T07:53:03,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s96,2017-06-18T08:07:29,2017-06-18T08:07:31,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s97,2017-06-18T08:39:51,2017-06-18T08:39:53,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s98,2017-06-18T17:03:24,2017-06-18T17:03:25,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s99,2017-06-19T04:23:10,2017-06-19T04:23:11,Urocyon cinereoargenteus,Grey Fox,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s100,2017-06-19T06:17:09,2017-06-19T06:17:11,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s101,2017-06-19T06:18:14,2017-06-19T06:18:15,Didelphis virginiana,Virginia Opossum,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s102,2017-06-19T06:20:00,2017-06-19T06:20:02,Didelphis virginiana,Virginia Opossum,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s103,2017-06-19T06:37:56,2017-06-19T06:37:58,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s104,2017-06-19T07:38:40,2017-06-19T07:38:42,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s105,2017-06-19T07:40:04,2017-06-19T07:40:05,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s106,2017-06-19T07:43:59,2017-06-19T07:44:00,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s107,2017-06-19T08:06:09,2017-06-19T08:06:11,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s108,2017-06-19T08:14:14,2017-06-19T08:14:37,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,2,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s109,2017-06-19T08:16:54,2017-06-19T08:16:55,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s110,2017-06-19T08:53:25,2017-06-19T08:53:26,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s111,2017-06-19T09:50:34,2017-06-19T09:50:35,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s112,2017-06-19T09:52:41,2017-06-19T09:52:42,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s113,2017-06-19T09:56:55,2017-06-19T09:56:56,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s114,2017-06-19T10:17:19,2017-06-19T10:17:21,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,2,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s115,2017-06-19T14:25:08,2017-06-19T14:25:09,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s116,2017-06-20T02:09:03,2017-06-20T02:09:05,Didelphis virginiana,Virginia Opossum,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s117,2017-06-20T09:40:53,2017-06-20T09:40:54,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,2,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s118,2017-06-20T12:02:03,2017-06-20T12:03:06,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s119,2017-06-20T12:04:56,2017-06-20T12:04:58,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s120,2017-06-21T04:45:42,2017-06-21T04:46:05,Didelphis virginiana,Virginia Opossum,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s121,2017-06-21T06:22:01,2017-06-21T06:22:02,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s122,2017-06-21T10:03:00,2017-06-21T10:03:17,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s123,2017-06-21T12:53:44,2017-06-21T12:53:45,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s124,2017-06-21T14:33:00,2017-06-21T14:33:01,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s125,2017-06-21T15:54:16,2017-06-21T15:54:17,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s126,2017-06-21T16:07:35,2017-06-21T16:08:04,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s127,2017-06-21T17:50:19,2017-06-21T17:50:37,Urocyon cinereoargenteus,Grey Fox,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s128,2017-06-21T21:08:05,2017-06-21T21:08:24,Procyon lotor,Northern Raccoon,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s129,2017-06-22T04:20:56,2017-06-22T04:20:58,Didelphis virginiana,Virginia Opossum,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s130,2017-06-22T07:25:11,2017-06-22T07:25:12,No Animal,No Animal,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s131,2017-06-22T08:18:36,2017-06-22T08:19:37,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s132,2017-06-22T09:01:32,2017-06-22T09:01:34,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s133,2017-06-22T09:57:58,2017-06-22T09:57:59,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s134,2017-06-22T10:23:21,2017-06-22T10:23:22,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s135,2017-06-22T11:13:25,2017-06-22T11:14:25,Odocoileus virginianus,White-tailed Deer,Adult,Unknown,,2,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s136,2017-06-22T17:43:30,2017-06-22T17:43:31,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s137,2017-06-22T18:10:37,2017-06-22T18:10:38,Sciurus carolinensis,Eastern Gray Squirrel,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s138,2017-06-22T22:01:13,2017-06-22T22:01:49,Didelphis virginiana,Virginia Opossum,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
North Carolina's Candid Critters Project,Craven County,,Barbour_P_Craven4,Researcher,d26080,d26080s139,2017-06-23T02:52:59,2017-06-23T02:53:01,Didelphis virginiana,Virginia Opossum,Unknown,Unknown,,1,35.06592,-77.15994,FALSE
